ean;libelle_produit;prix
7,58073E+12;1kg farine fluide francine;1,05
3,42185E+12;1kg farine complete boite fran;1,93
2,46853E+12;1.5kgfarin pain multiceral fra;2,75
4,90311E+12;1.5kg farine pr pain nature fr;2,85
8,98351E+12;1.5kg farine pour brioche fran;3,32
8,99998E+12;380g prepa pour crepes francin;2,19
6,0463E+11;520g prepa pour pizza francine;1,98
4,59182E+12;30g levure boulangere francine;1,52
1,41759E+12;40g levure coloree francine;1,61
3,94808E+12;410g abri.peles sirop st-mamet;1,99
7,99125E+12;425g bigareaux st mamet;3,25
2,53921E+12;850g peche pavie sirop st-mame;2,61
7,70967E+12;850g poire wil sir.st mamet;2,74
5,30686E+12;425g cocktail fruits st mamet;1,75
3,07109E+11;850g cockt.frts sirop st-mamet;2,92
8,74687E+12;570g ananas au sirop st-mamet;2,45
6,49905E+12;415g fraise st mamet;1,9
6,02561E+12;3x212g cockt.fruits. st-mamet;2,99
9,0171E+12;3x225g ananas au sirop st-mame;3,25
1,78324E+12;560g ananas morceaux st mamet;2,41
9,98788E+12;2x220g fruitesse cocktail;2,27
4,19506E+11;400gsalad'tropic  multivitamin;2,89
1,53815E+12;400gsalad'anana multivitami cu;2,94
1,90258E+12;3 x 135g fruit a croquer verge;3,33
6,6193E+12;2 x120g salad agrumes;1,92
9,44058E+12;bte 250g tapioca standa.tipiak;1,54
4,23474E+12;bte 250g fecule p.d.t tipiak;1
5,50041E+12;bte 250g chapelure fine tipiak;0,68
9,03814E+12;pq 250g chapelure doree tipiak;1,01
1,5027E+12;500g floraline nature;2,31
4,12481E+12;10sachets sucr.vanil.vahine;2,62
5,6333E+11;10st sucre vanilline vahine;1,13
8,70417E+12;5 sachets levur.chimiq.vahine;0,67
4,99256E+12;5st sucr.vanil.madagascar vahi;2,72
7,84484E+12;45gentremet sav caramel b.sale;1,47
2,34059E+12;45g entremet saveur  pistache;1,47
8,86689E+12;45g entremet au cacao;1,47
8,08843E+12;45g entremets au cafe ab coudr;1,47
5,8678E+12;45g entreme sav citron coudre;1,47
3,47951E+12;45g entreme sav praline coudre;1,47
8,36523E+12;45g entreme sav vanille coudre;1,47
1,05426E+12;215g coulis fraise julette;2,98
7,04176E+12;215g coulis framboise juliette;3,05
6,97162E+12;600g peche de vigne au sirop;3,77
7,79325E+12;420g cerises sirop mlt;3,49
6,7793E+12;450g framboises au sirop lourd;4,45
4,95452E+12;1kg farine de ble noir treblec;2,49
3,05051E+12;180g bocal mini poires s.juan;4,15
6,46068E+12;180g bocal mini ananas queen;4,15
7,85285E+12;180g bocal litchi du tonkin;4,15
5,86131E+12;180g bocal cerise noires;4,15
7,57398E+12;150g pailet eclat crepe;3,17
7,42074E+12;380g prep.bio fondant chocol;7,06
1,57025E+12;450g prepa bio scones anglaise;6,02
7,08341E+12;350g prep pancake/gauffres;6,02
8,93164E+12;150g eclats speculoos;2,2
2,57445E+12;750g farine fluide farin'up;1,81
9,32643E+12;750g farin'up gateaux;1,95
3,34937E+12;250g farin'up graines courge;3,95
5,05192E+11;250g farin'up graines sesame;2,95
9,04328E+11;250g farin'up 6 graines;4,67
8,823E+12;150g farin'up pignons de pin;9,39
5,41166E+12;300g prep moelleux choco;4,15
1,6979E+11;317g fondant au chocolat;4,15
3,30098E+12;351g prep cookies pepit choco;4,15
6,31721E+11;305g prep coeurs coul choco;4,15
5,43162E+12;400g fleur de mais maizena;2,01
2,03848E+12;300g alsa gat aman sav ant;4,07
1,10481E+12;300g alsa gateau sav.antan pom;4,05
6,88997E+12;120g pt creme caramel beur sal;3,02
4,66755E+12;120g pot creme vanille bourbon;3,02
8,48519E+11;88g levure chimique alsa;0,88
7,95962E+12;alsa paris brest 265g;5,09
4,05425E+12;8g alsa yaourt maison;3,39
4,05149E+12;45g(x6) sucre vanille alsa;2,05
5,30426E+12;103g sucre vanilline(x12) alsa;1,33
3,83855E+11;2x360g flan patissier nat alsa;2,67
8,9344E+12;435g gateau moelle.nature alsa;3,11
6,27262E+12;435g gateau moelleu.choco.alsa;3,22
4,01269E+12;435g alsa moelleux citron;3,22
9,53734E+12;45g sucre vanil.m.haavelar als;3,49
7,56805E+12;360g fondant tres chocola alsa;5,29
5,26665E+11;alsa moelleux citron pret cuir;4,15
3,55047E+11;500ggateau moel.choc.p a cuir;4,25
5,04106E+12;500ggate.moel.nat.p a cuiralsa;3,82
3,59831E+12;410g lait ent.conc.n/sucr.glor;1,31
3,61879E+12;410g lt 1/2ecr.conc.n/sucr.glo;1,43
1,48542E+12;bte 1kg lait conc.sucr.nestle;4,89
2,24945E+12;397g bt lait conc.sucre nestle;2,04
4,33227E+12;300g lait entier en poudre;2,8
2,92849E+12;250g lait poudre ecreme bio;3,47
3,0763E+12;15x4g voile de lait regilait;1,29
7,45491E+12;10x7,5gcoupelle lait conc n/s;0,91
9,69905E+12;et 300g 1/2 ecreme regilait;2,3
3,94583E+12;4x170g lt.conc.entier ns regil;2,85
6,20553E+12;et 300g lt pdre ecrem.regilait;2,43
5,68732E+12;300g lt conct carmel beur sale;3,28
5,60247E+12;4x60g lait conctr sucre aromat;3,96
4,63136E+12;60glait concent suc.enti.regil;0,69
2,83197E+12;300g tub.lt conc.suc.ent.regil;1,6
9,25024E+12;750g lait ecreme poudre regil.;5,02
8,55209E+12;10x14g coupelle lait cons. n/s;1,46
3,19986E+12;570g creme praline mt blanc bt;2,54
3,40523E+12;75g doset lait gloria 1/2 ecre;0,77
3,1201E+12;570g bt creme choco mt blc 2%;2,59
9,28581E+11;4x85ggouter recre ole choc/van;3,58
7,18185E+12;570g montblc vanille nlle rcte;2,42
5,21813E+12;chocolat poire 570g familial;2,61
3,11603E+12;4x85g recre ole caramel;3,58
5,26151E+11;lt2 bout lait demi-ecreme;3,33
4,41767E+12;300g lait concentre  sucre;2,18
8,61621E+12;180g nestle lcs 4%mg 6stk;2,22
8,54177E+11;tubex2 340g lait co.sucr.nestl;2,16
5,39906E+11;36g ltx2 poivr gris mlu ducros;2,62
6,95397E+12;16g bq garni trad 10sc ducrosg;1,81
4,95783E+12;17g bq garni leg&potage ducros;1,72
4,75236E+12;20g crt bouill pois&crust ducr;1,82
4,89649E+12;60g flacon ail semoule ducros;2,05
4,07594E+12;37g flacon anis vert ducros;1,82
6,04557E+12;18g flc bqt grain epice ducros;1,92
5,68599E+12;10g flacon cannelle bat ducros;2,51
9,35336E+12;39g flc cannelle moul ducros;2,02
7,27759E+12;7g flacon cerfeuil ducros;1,89
8,98285E+12;75g flacon mel volaille ducros;2,61
1,24314E+12;26g flc echalote semoul ducros;1,92
8,22574E+12;30g flacon fenouil ent. ducros;1,88
2,73511E+12;23g flacon clou girofle ducros;2,64
5,89582E+12;18g flc herb. provence ducros;1,41
5,17518E+12;flacon laurier  24g ducros 24g;1,88
6,83009E+12;10g flacon marjolaine ducros;1,69
8,56108E+12;30g flc oignon semoul ducros;1,93
9,38778E+12;5g flacon persil ducros;1,8
1,67892E+12;43g flc persilla escarg ducros;1,98
6,61964E+12;38g flc piment cayen fort ducr;2,51
7,36312E+12;37g flc 4 epices moul ducros;2,7
6,54646E+12;42g flacon couscous ducros;2,54
3,11158E+12;12g flc sauge coupee ducros;1,89
6,59215E+12;95g flacon sel celeri ducros;2,54
6,64257E+12;39g flac.mel.persillade ducros;2,64
6,14981E+12;10g flacon aneth ducros;1,89
1,00537E+12;38g flc poivr steack nr ducros;2,86
5,93467E+12;48g flc poivr blc grain ducros;3,09
7,48567E+12;40g bte herbe provence ducros;2,1
7,35005E+12;17g boite persil ducros;1,99
7,56039E+12;35g boite  thym  ducros;1,9
9,6395E+12;100g bte poivr blanc gr ducros;4,74
8,91625E+11;100g gd duc mel special ducros;4,83
1,72763E+12;200g duc poivr gris mlu ducros;9,08
3,39493E+12;255gduc poivr blc grain ducros;11,15
3,88506E+12;275g gd duc ail semoule ducros;7,02
1,86575E+12;120g gd duc herbes prov ducros;4,04
2,2546E+12;30g gd duc persil ducros;4,55
5,45118E+12;85g gd duc thym entier ducros;4,03
9,82885E+12;200g flc duc spec moul ducros;9,7
4,6595E+12;39g le moulin poivr blc ducros;4,05
4,5667E+12;24g le moulin 5 baies ducros;2,48
4,75682E+12;30g le moul poivre sav ducros;3,89
3,66933E+12;100g scht herb.provence ducros;2,19
5,33747E+12;60g  moulin sel aromat ducros;2,57
3,53373E+12;70g bte melange 5 baies ducros;4,59
9,30297E+11;50g fl epice c indienne ducros;2,66
8,04319E+12;40g flc epic cuis mexic ducros;2,69
6,38102E+12;0,3g flac safran 3 ds ducros;5,3
2,38707E+12;0,4g safran 4 ds blist ducros;4,98
7,47898E+12;35g poivre vert boite ducros;2,91
7,4191E+11;14g ail 1ere sav pt flc ducros;3,15
3,47686E+12;2g ciboulet 1ersav ptfl ducros;2,63
4,37907E+12;8g echalot 1ere sav fl ducrosl;2,68
6,35562E+12;8g oignon flc 1ersav pt ducros;2,67
5,33032E+12;5g persil flc 1er sav pt ducro;2,68
7,30691E+12;18gpersillad 1ersav gdf ducros;4,05
8,5295E+12;18gfi herbe 1ersav gdfl ducros;4,47
7,01326E+12;19gpers prov 1ersav gdf ducros;4,19
1,94047E+12;20gst malin salade noix ducros;1,41
5,95865E+12;20g sch mal couscous roy.ducro;2,17
1,24306E+12;20gst mal guacamol.mexi.ducros;1,21
1,44305E+12;20gst mal paella valenc.ducros;2,15
1,73805E+12;20gst mal chili mexicai.ducros;2,21
6,8589E+11;25gst malin plat creole.ducros;2,13
7,20332E+12;75cl h.olive v/e class.monini;6,64
8,58303E+12;ble 50cl huile olive puget;4,05
3,244E+12;ble 1l huile olive puget;6,75
6,49391E+12;25cl huile pizza lesieur;2,73
6,28891E+12;25cl huile sesame la tour;4,47
7,06801E+12;314ml huile vierge coco bio;6,47
3,03496E+12;75cl huile olive maille;6,07
3,64731E+12;1l huile olive tetrap bio;9,34
2,70634E+12;50cl huile olive bio caractere;5,56
8,38431E+12;1l hle tourn.1e pression lesie;2,52
6,99371E+12;1l huile olive v.extra lesieur;7,42
5,44536E+12;ble 1l huile arachide lesieur;4,37
8,27298E+12;675ml stop goutte isio4;2,77
6,66165E+12;huile de sesame lesieur 15cl;2,89
4,1345E+12;huile d'olive puget 25 cl;2,79
7,21092E+11;ble 1l huile isio 4 lesieur;3,05
5,61577E+12;huile colza/noix lesieur 50cl;4,73
8,39801E+12;1l huile de fleur de colza;2,53
5,22655E+12;huile d'olive puget squeeze 47;4,52
8,35318E+12;50cl mini isio 4 lesieur;2,13
1,8674E+12;ble 1l huile de friture frial;3,3
6,09819E+12;ble 1l huile fruit d'or;3,09
4,07439E+12;75cl huile olive puget bio;7,92
1,21509E+12;bout aop vdb bio 75 cl;22,9
5,40696E+12;bout aop vdb bio 50 cl;18,5
6,7918E+12;amphore aop vdb bio 25 cl;11,9
7,15955E+12;amphore aop vdb bio 75 cl;23,9
7,63712E+12;20ml asst 12 mignonettes vinai;6,93
4,93038E+12;1l huile pour fondue;9,59
8,31087E+12;25cl huile noix vierge;8,27
5,47911E+12;huile d'olive vierge extra;19,8
6,40704E+12;50cl huile ol.mere goutte frui;11,89
1,9025E+12;blle 25cl huile de sesame biol;5,23
3,35048E+12;25cl vinaigre xeres aop;3,23
4,20325E+12;25cl vinaigre echalotte;3,45
5,10439E+12;25cl vinaigre vin rge bordeau;3,25
4,81976E+12;25cl h.olive bio mere goutte;8,89
9,49865E+12;25cl hui oliv & ail frais;8,55
9,03089E+12;25cl hui oliv & basilic frais;8,66
5,00474E+12;25cl huil olive & citron frais;8,39
9,2467E+11;25cl huil oliv & piments;5,91
3,49131E+12;25cl huile olive portugal;6,48
1,6188E+12;25cl emulsion tomate basilic;5,39
1,75931E+12;25cl emulsion poivron ail rom;5,39
5,87598E+12;25cl huile olive arome truffe;8,51
8,57252E+12;25cl vinaigre pulpe framboise;7,41
7,36984E+12;25cl vinaigre pulpe figue;6,93
4,05167E+12;25cl vinaigre frts passion;7,09
4,05176E+12;25cl vinaigre p.poivron/piment;7,59
8,35541E+12;huile au pamplemousse de corse;8,55
5,79293E+12;200ml vinaigrette au basilic;6,02
7,20803E+12;200ml vinaigrette au citron;5,9
39976027055;200ml vinaigrette a la truffe;6,08
3,73899E+12;200ml vinaigrette huile olive;5,46
1,14112E+12;20cl spray huile olive v/extra;7,95
1,58645E+12;20cl spray vinaigre balsamique;6,93
8,67928E+12;duo spray huile&vinaigre bals.;8,48
3,53073E+12;shaker citron mangue gingembre;6,9
9,64094E+12;shaker olive et balsamique;5,45
8,65043E+12;shaker sauce romarin thym;6,15
6,93295E+12;50 cl huile olive provence aoc;18,58
4,50289E+12;50cl hui.olive chteau monfrin;9,97
2,58352E+12;50cl h.o.aoc prov.chat.panisse;21,8
5,96802E+11;50cl huile olive n filtree;7,1
1,34069E+12;50cl h.olive aoc aix en proven;15,97
8,41748E+12;50cl h.olive corse o.di corsic;13,92
8,03303E+12;1l huile olive vierge ex terra;6,14
3,72143E+12;hove terra delyssa 0,5l;4,08
8,853E+11;75cl h.o v/extra bio ter.delys;6,89
6,45905E+12;25cl huile olive carapelli;2,56
2,99963E+12;75cl huile olive carapelli;6,09
4,87644E+12;75cl huile olive il nobile;8,25
7,24729E+12;75cl huile olive v/e vivace;7,22
8,28016E+12;75cl huile olive bio carapelli;7,25
8,65066E+12;huile d'olive ve bio 25 cl;3,54
7,74932E+12;50cl huile olive frantolio;4,31
4,12936E+12;huile d'olive vierge extra bio;7,41
4,34934E+12;500ml huile olive v/extra;9,97
2,93854E+12;huile d'olive mediterranea 500;9,97
9,77438E+12;1l natursol huile de tournesol;2,67
4,41475E+12;185g cornichon a-doux kuhne;1,89
7,12634E+12;360g cornichons aigre doux kuh;2,48
9,54272E+12;barbecue sweet flacon souple 5;2,64
3,73491E+12;550g tomato ketch.50% suc.555g;2,92
5,17095E+12;342g fl.ver.tomat.ketchup hein;1,59
8,53586E+12;barbecue classic flacon souple;2,64
6,27838E+12;250g ketchup top dow;1,46
2,71172E+12;460g tomat.ketc.top down heinz;1,68
2,29684E+12;700g ketchup top down heinz;2,44
9,19221E+12;460g ketchup hot chilli top do;3,39
4,52708E+12;342g ketchup top up heinz;1,74
3,91271E+12;148ml sauce teriyaki tabasco;3,68
3,98193E+12;170g sel  tabasco;6,63
5,14463E+12;473ml mayonnaise tabasco;5,69
6,27728E+11;tub 175g mayonn.tourn.lesieur;0,86
34571834644;pot 235g mayonnaise fine&douce;1,62
9,04926E+12;150g olive noir confit denoyt;2,03
2,11295E+12;100ml moutarde basilic maille;4,2
7,94683E+12;100g moutarde noix;4,27
3,31642E+12;100ml moutarde fines herbes;4,14
2,81948E+12;pot 215g verre moutarde maille;1,89
9,0295E+12;boc 380g moutard.ancien.maill;1,9
9,61811E+12;340g mout.fin gourmet maille;2,13
4,94414E+12;85g bocal capres maille;2,85
8,14832E+12;50cl vinaigre de noix maille;2,12
5,45199E+12;50cl vinaig.xeres reserve 7›;3,47
5,61447E+12;50cl vinaigre cidre maille;2,54
7,762E+12;500ml sce moutarde ex.leg.lesi;2,24
9,18402E+12;boc 440g cornic.malos.rus.mail;3,8
5,52798E+12;boite 170g olive noire denoya;2,26
9,74983E+12;120g oliv vert farci anchoi bt;1,61
9,31899E+12;100g olives vertes cassees pim;1,06
9,43802E+11;100golive.noi.grecqu.her cresp;1,97
6,6081E+12;100g cocktail olives doux;1,12
3,62839E+11;olive noire grecq.denoyaute;3,24
5,62239E+12;boc 120g oliv.vrt/poivro.cresp;2,3
8,78208E+12;boc 120g oliv.vert.amand.cresp;3,27
3,80679E+12;olive violette nat.denoyaute;2,68
8,03945E+12;st125g oli n ent grecq crespo;1,09
4,51228E+12;st 100g oliv.vert.denoy.crespo;0,82
1,98921E+11;antipasti-tomate sechee huile;2,93
8,11434E+12;antipasti coeur artichaut huil;3,18
2,48788E+12;60g bcl capres n.pareilles cre;2,51
5,64092E+12;bte 85g olives vertes denoyaut;1,94
1,16783E+12;bte 85g olives noires denoyaut;2,01
5,07531E+12;110g oliv denoy aux herbes;2,76
9,53394E+12;195g bl epis de mais nain cres;4,03
1,85662E+12;25cl vinaigre cidre miel;2,88
3,093E+12;200g moutarde aux noix;1,68
3,99757E+12;25cl vinaigr pulp tomat piment;5,15
6,35688E+12;25cl vinaigre pulpe mangue;5,15
3,2855E+12;25cl vinaigre pulp.framboise;5,12
2,26405E+12;200g moutarde mouts de raisin;2,41
2,56021E+11;55cl vinaigrette balsamique;4,06
5,81503E+12;55cl vinaigrette de reims;3,85
7,80701E+12;55cl vinaigrette echalote;3,94
5,34435E+12;55cl vinaigrette poiv/ail/pime;4,19
9,59736E+12;200g moutarde poivre vert;1,73
3,04917E+12;moutarde ancien. coulis piment;3,1
9,82427E+12;moutarde grain vingre bals/mie;2,8
8,61085E+12;90g coffret 4 moutardes;7
3,46241E+12;200g moutarde ancienne;2,08
2,7261E+12;vinaigre chardonnay 25cl clovi;2,82
9,18816E+12;200g moutarde estragon;1,97
7,54905E+12;200g moutarde de reims;1,53
8,1567E+12;50cl vinaigre de reims;3
3,49333E+12;200g moutarde au curry clovis;1,98
54641804113;vinaigre merlot 25cl clovis;2,82
2,02136E+11;25cl vinaigre reims framboise;2,95
1,8042E+12;185g cornichon pt.croquant kuh;2,15
9,75069E+12;270g moutarde aigre dce kuhne;1,49
2,94598E+12;moutarde meaux 250g;5,99
7,0855E+12;250g moutard.miel pot gres;6,5
9,84454E+12;moutarde meaux pain epice 250g;5,99
9,9524E+11;100g moutard.meaux pot gres;3,7
1,27471E+12;moutarde meaux fines herb 100g;3,7
6,12442E+12;100g moutard.pim.espelette;3,9
3,2552E+12;1l vinaigre condiment;1,33
4,52645E+12;melfor cote sud 3,8› 50cl;1,07
1,51519E+12;50c sce salade sans huil dijon;4,83
7,99076E+12;37cl mini cornichons hot;2,02
1,1481E+12;72cl cornichon vinaig.balsa;3,54
7,88622E+12;25cl sce salade s/huil.cit/bas;3,01
3,40138E+12;100ml moutarde cassis maille;4,2
2,62194E+12;0.5lvinaig.vin7› gde cuv mail;2,64
5,88703E+12;25cl vinaigre cidre au miel;7,26
6,05104E+11;320g mayo fins gourmet maille;2,65
7,01926E+12;290ml sce bulgare concombre;2,17
1,39202E+12;100ml moutarde tomate/piment;4,45
1,62594E+12;230g mout.miforte ver.col.amo;1,98
6,6339E+11;245g ver.color.mout.fort.amora;1,58
9,49534E+12;fl 265g moutardier sple amora;1,6
3,80649E+12;pot 150g mouta.lotus vin amora;0,5
4,18699E+12;210g corni.croq.vert. amora;1,97
8,31125E+12;380g cornichons croq vert amor;2,49
2,10608E+12;250g sal.plast s.iode cerebos;0,98
8,61695E+12;200g bc olives farcies anchois;2,68
3,42041E+12;220g olives vertes picholine;3,21
5,39665E+12;150g olives noires grecques;1,45
3,14896E+12;150g olives vertes douces;1,34
2,51215E+12;150g olives vertes picholine;2,1
2,98273E+12;150g olives farcies poivron;1,62
4,60856E+12;150g olives cassees provencale;1,49
1,3196E+12;150g olives cassees orientale;1,53
9,80712E+12;150g olives noires aromates;1,58
9,51377E+12;150g cocktail d'olives;1,58
4,0481E+12;150g olives noires au naturel;1,49
8,67073E+12;120g olives vertes denoyaut{es;1,39
5,42503E+12;150g olives noires tanches;2,73
1,27126E+12;200g bc olives four. amandes;5,26
8,44374E+11;210g olives noires denoyaut{es;2,87
6,76166E+12;250g bc olive noire bio herbes;3,94
6,48707E+12;425g squeez mayo isio4;2,47
8,84016E+12;2x190g sce bolo panzani;1,84
1,83259E+12;2x190g sce tomate fraiche panz;1,02
2,40596E+12;2x200g tomacouli panzani;1
3,1021E+12;500g tomacouli nature panzani;0,72
3,2422E+12;250g tomacouli nature bio panz;1,03
1,96315E+11;400g sce bolo balls panzani;2,18
2,7333E+12;210g pleine saveur bolognaise;1,29
7,12783E+12;210g sce tomate basilic panz;1,53
6,14186E+12;600g pl.sav. provencale panz;2,11
7,00285E+12;200g sce pleine sav.pesto panz;2,18
9,00219E+12;400g pl.sav.provencale panz;1,53
6,42932E+12;400g plein.sav.olive bas panz;1,82
9,41155E+12;400g pl.sav.tomate cuis panz;1,59
9,0109E+11;600g sce pleine sav.bolognaise;2,06
5,91117E+12;210g sauce panzani bolog 3poiv;1,57
64347327422;180g sce tube tomat cuis/p.leg;0,93
8,40397E+12;sce pesto basilic&ricotta 190g;2,59
9,18347E+12;pesto basilic&pignons entiers;2,59
6,45664E+12;sauce crea.pulpe fine tomates;1,48
1475263069;creat.tomates au basilic 350g;1,49
4,79176E+12;sce bolognaise extra riche 400;2,26
6,33198E+12;sce bolognaise 500g;1,76
3,21978E+12;lot 2x140g conc. tomates;0,79
8,15108E+12;lot de 3x70g cc tomates;0,78
4,56606E+12;390g puree tomate nat heinz;1,18
7,96233E+12;80g pate d ail le bol garni;1,59
8,66407E+11;80g pate d'aubergine lgi;1,59
7,44037E+12;80g pate de poiv le bol garni;1,59
1,82447E+12;130g pate de tomate basil lbg;1,59
3,49488E+11;240g sauce tomate basilic;2,24
1,51723E+12;240g sauce tomate olive;2,58
7,12956E+12;240g sauce tomate poivrons;2,41
5,28424E+12;boite 175g sauce nantua;3,86
5,02472E+12;175g boite bisque ecrevisse;3,94
3,32783E+12;175g boite sauce crustaces;3,83
3,84398E+12;bocal 225g coulis lyonnais;3,74
3,74165E+12;400g sce aigre dce uncle ben's;1,74
8,61428E+12;400g sce curry idee recet/u.be;1,75
2,60924E+12;400g sce tandoori u.bens;2,31
2,06926E+12;3x210g coulis tomates heinz;1,94
4,4697E+12;190g pastagusto olive/tomate;2,71
3,41674E+11;190g pastag.cav.tom.ail.sacl;2,83
7,72362E+12;190g pastagusto poivr auberg;2,8
4,1423E+12;190g sce arrabbiata sacla;2,75
9,07905E+12;190gsce pastagus.auberg.parmig;3,6
1,33585E+12;190g delice tom roquette sacla;3,71
6,2956E+12;190g sce gorgonz oign doux sac;3,43
1,03977E+12;190g sauce aub/olives noires;2,87
3,52098E+12;190g poivron noisette figue;3,94
5,30702E+12;sauce pesto a la truffe  190 g;4,68
4,95982E+12;190g sauce bolognese italia;2,7
4,34873E+12;190g sce caviar tomates truffe;4,73
1,99332E+12;190g pesto alla genovese tofu;2,66
7,75851E+12;345g sauce tomates & parmesan;2,39
7,57187E+12;190g sce pastagustau pesto all;2,98
5,22313E+12;sauce rummo arrabbiata 350g;2,84
2,43423E+12;sauce rummo bolognaise 350g;3,63
1,39932E+12;sce rummo tomates/basilic350g;2,84
5,58617E+12;150g dble concentre de tomate;0,8
3,40634E+12;sce barilla arrabbiata 400g;2,04
6,52549E+12;400g sauce bolognaise;2,4
2,14175E+12;400g bocal sce napolitaine;2,05
1,91817E+12;400g sauce basilic;1,79
4,70355E+12;190g sce pesto genovese barill;2,58
4,42249E+12;200g sce pesto rosso barilla;2,58
21181096118;200g  sauce ricotta;2,1
2,34388E+12;200g sce tom.cerise basilic;1,78
7,8639E+12;200g sce tom.cerise napolitain;1,61
3,1078E+12;200g sugo arrabbiata ita-fra;1,79
8,86799E+12;200g sce pesto tomates sechees;2,53
1,15174E+12;sauce barilla mediterranea 400;1,97
2,93568E+12;190 pesto basilic roquette;2,82
3,63183E+11;bolognese con champignon e por;2,68
5,83778E+12;400g bolo verdure mediterranee;2,67
5,69259E+12;pesto rustico pomo secchi 175g;2,54
5,85436E+12;pesto rustico aubergine 175g b;2,49
2,13983E+12;pesto rustico verdure med.175g;2,57
7,68727E+12;520g sce tomate cuisinee heinz;1,73
5,03603E+12;350g brique pulpe tomate heinz;0,88
